id,make,model,trim,type,price,mileage,src,year,image-type
2282,BMW,5 SERIES,535i,sedan,26100,38298,cdnblob.carvana.io/2000254113/post-large/normalized/cropped/2000254113-edc-02.jpg?v=2019.3.5_6.19.23,2015,original
2283,CHRYSLER,300,300 Limited,sedan,25400,9246,cdnblob.carvana.io/2000260004/post-large/normalized/cropped/2000260004-edc-02.jpg?v=2019.3.6_8.50.19,2018,original
2284,KIA,OPTIMA,LX,sedan,14400,26565,cdnblob.carvana.io/2000259987/post-large/normalized/cropped/2000259987-edc-02.jpg?v=2019.3.8_4.10.0,2016,original
2285,VOLVO,S60,T5 Dynamic,sedan,17900,55009,cdnblob.carvana.io/2000260551/post-large/normalized/cropped/2000260551-edc-02.jpg?v=2019.3.13_15.5.30,2017,original
2286,TOYOTA,CAMRY,LE,sedan,14600,42784,cdnblob.carvana.io/2000261758/post-large/normalized/cropped/2000261758-edc-02.jpg?v=2019.3.13_15.23.40,2016,original
2287,ACURA,TLX,2.4,sedan,19600,15331,cdnblob.carvana.io/2000262139/post-large/normalized/cropped/2000262139-edc-02.jpg?v=2019.4.4_13.43.40,2015,original
2288,KIA,OPTIMA,LX,sedan,14200,21623,cdnblob.carvana.io/2000260336/post-large/normalized/cropped/2000260336-edc-02.jpg?v=2019.3.22_12.57.25,2015,original
2289,HONDA,ACCORD,EX-L,sedan,29300,9811,cdnblob.carvana.io/2000262122/post-large/normalized/cropped/2000262122-edc-02.jpg?v=2019.4.1_17.7.55,2018,original
2290,HONDA,CIVIC,EX,sedan,15500,27515,cdnblob.carvana.io/2000262202/post-large/normalized/cropped/2000262202-edc-02.jpg?v=2019.3.13_4.18.6,2015,original
2291,HYUNDAI,ELANTRA,SE,sedan,12700,20150,cdnblob.carvana.io/2000258989/post-large/normalized/cropped/2000258989-edc-02.jpg?v=2019.4.3_7.26.24,2015,original
2292,HYUNDAI,ELANTRA,Value Edition,sedan,13400,20842,cdnblob.carvana.io/2000262115/post-large/normalized/cropped/2000262115-edc-02.jpg?v=2019.4.12_15.10.37,2016,original
2293,KIA,OPTIMA,LX,sedan,14000,24865,cdnblob.carvana.io/2000260308/post-large/normalized/cropped/2000260308-edc-02.jpg?v=2019.3.14_9.30.22,2015,original
2294,NISSAN,SENTRA,SV,sedan,13500,16089,cdnblob.carvana.io/2000259286/post-large/normalized/cropped/2000259286-edc-02.jpg?v=2019.3.14_9.36.24,2015,original
2295,KIA,FORTE,EX,sedan,13300,32470,cdnblob.carvana.io/2000259057/post-large/normalized/cropped/2000259057-edc-02.jpg?v=2019.3.11_18.46.56,2016,original
2296,HYUNDAI,ELANTRA,SE,sedan,12700,30394,cdnblob.carvana.io/2000263357/post-large/normalized/cropped/2000263357-edc-02.jpg?v=2019.3.19_15.30.37,2016,original
2297,KIA,OPTIMA,LX,sedan,14500,15369,cdnblob.carvana.io/2000261917/post-large/normalized/cropped/2000261917-edc-02.jpg?v=2019.3.18_11.35.42,2015,original
2298,HONDA,CIVIC,Si,sedan,24800,7533,cdnblob.carvana.io/2000260307/post-large/normalized/cropped/2000260307-edc-02.jpg?v=2019.3.2_15.24.47,2018,original
2299,CHRYSLER,200,200S,sedan,19500,29450,cdnblob.carvana.io/2000261798/post-large/normalized/cropped/2000261798-edc-02.jpg?v=2019.4.11_14.59.43,2016,original
2300,KIA,OPTIMA,EX,sedan,19100,7492,cdnblob.carvana.io/2000260342/post-large/normalized/cropped/2000260342-edc-02.jpg?v=2019.3.9_21.59.7,2016,original
2301,CHEVROLET,IMPALA,LS,sedan,15700,42687,cdnblob.carvana.io/2000260868/post-large/normalized/cropped/2000260868-edc-02.jpg?v=2019.3.8_2.2.19,2016,original
2302,LINCOLN,MKZ,MKZ,sedan,17700,31358,cdnblob.carvana.io/2000258348/post-large/normalized/cropped/2000258348-edc-02.jpg?v=2019.3.20_19.21.40,2016,original
2303,FORD,FUSION,SE,sedan,15600,6700,cdnblob.carvana.io/2000258249/post-large/normalized/cropped/2000258249-edc-02.jpg?v=2019.4.1_14.58.57,2016,original
2304,FORD,FUSION,SE,sedan,15600,6478,cdnblob.carvana.io/2000258248/post-large/normalized/cropped/2000258248-edc-02.jpg?v=2019.3.18_17.55.47,2016,original
2305,FORD,FUSION,SE,sedan,15800,4303,cdnblob.carvana.io/2000258234/post-large/normalized/cropped/2000258234-edc-02.jpg?v=2019.3.19_7.26.50,2016,original
2306,FORD,FUSION,SE,sedan,15800,3566,cdnblob.carvana.io/2000258233/post-large/normalized/cropped/2000258233-edc-02.jpg?v=2019.3.15_19.33.3,2016,original
2307,FORD,FUSION,SE,sedan,15800,3230,cdnblob.carvana.io/2000258227/post-large/normalized/cropped/2000258227-edc-02.jpg?v=2019.4.9_14.30.40,2016,original
2308,FORD,FUSION,SE,sedan,15900,1874,cdnblob.carvana.io/2000258226/post-large/normalized/cropped/2000258226-edc-02.jpg?v=2019.3.7_14.53.10,2016,original
2309,FORD,FUSION,SE,sedan,15900,2791,cdnblob.carvana.io/2000258223/post-large/normalized/cropped/2000258223-edc-02.jpg?v=2019.3.13_19.41.26,2016,original
2310,FORD,FUSION,SE,sedan,15100,12092,cdnblob.carvana.io/2000258221/post-large/normalized/cropped/2000258221-edc-02.jpg?v=2019.3.6_12.50.24,2016,original
2311,FORD,FUSION,SE,sedan,15600,7116,cdnblob.carvana.io/2000258218/post-large/normalized/cropped/2000258218-edc-02.jpg?v=2019.3.12_14.19.46,2016,original
2312,LEXUS,IS,IS 350,sedan,24000,42628,cdnblob.carvana.io/2000256789/post-large/normalized/cropped/2000256789-edc-02.jpg?v=2019.3.5_12.8.18,2014,original
2313,FORD,FIESTA,SE,sedan,13500,8830,cdnblob.carvana.io/2000263088/post-large/normalized/cropped/2000263088-edc-02.jpg?v=2019.3.11_11.7.49,2018,original
2314,ACURA,ILX,ILX,sedan,16700,45585,cdnblob.carvana.io/2000257079/post-large/normalized/cropped/2000257079-edc-02.jpg?v=2019.3.22_8.57.36,2016,original
2315,HONDA,CIVIC,EX,sedan,13600,27906,cdnblob.carvana.io/2000258012/post-large/normalized/cropped/2000258012-edc-02.jpg?v=2019.3.15_19.1.52,2012,original
2316,BMW,5 SERIES,550i,sedan,36500,23476,cdnblob.carvana.io/2000260222/post-large/normalized/cropped/2000260222-edc-02.jpg?v=2019.3.19_22.35.38,2016,original
2317,NISSAN,SENTRA,SV,sedan,12200,28908,cdnblob.carvana.io/2000261016/post-large/normalized/cropped/2000261016-edc-02.jpg?v=2019.3.13_20.15.50,2015,original
2318,HYUNDAI,ELANTRA,SE,sedan,12400,28666,cdnblob.carvana.io/2000260306/post-large/normalized/cropped/2000260306-edc-02.jpg?v=2019.3.29_5.49.16,2016,original
2319,NISSAN,VERSA,SV,sedan,11600,36701,cdnblob.carvana.io/2000261046/post-large/normalized/cropped/2000261046-edc-02.jpg?v=2019.3.25_18.48.29,2017,original
2320,CHEVROLET,MALIBU,LS,sedan,13700,32150,cdnblob.carvana.io/2000260055/post-large/normalized/cropped/2000260055-edc-02.jpg?v=2019.3.15_15.41.40,2015,original
2321,CHRYSLER,300,300 Limited,sedan,20800,25598,cdnblob.carvana.io/2000257276/post-large/normalized/cropped/2000257276-edc-02.jpg?v=2019.2.28_19.32.53,2018,original
2322,KIA,FORTE,LX,sedan,14500,10268,cdnblob.carvana.io/2000260266/post-large/normalized/cropped/2000260266-edc-02.jpg?v=2019.3.5_4.23.59,2018,original
2323,HONDA,CIVIC,EX-T,sedan,19300,14420,cdnblob.carvana.io/2000259980/post-large/normalized/cropped/2000259980-edc-02.jpg?v=2019.2.27_20.23.45,2017,original
2324,KIA,OPTIMA,LX,sedan,18000,8063,cdnblob.carvana.io/2000246865/post-large/normalized/cropped/2000246865-edc-02.jpg?v=2019.3.7_19.48.9,2018,original
2325,HONDA,CIVIC,EX,sedan,20000,14715,cdnblob.carvana.io/2000260894/post-large/normalized/cropped/2000260894-edc-02.jpg?v=2019.3.6_2.24.17,2017,original
2326,MAZDA,MAZDA3,Touring,sedan,18300,6748,cdnblob.carvana.io/2000260754/post-large/normalized/cropped/2000260754-edc-02.jpg?v=2019.2.27_19.57.33,2017,original
2327,TOYOTA,COROLLA,L,sedan,12600,20848,cdnblob.carvana.io/2000253407/post-large/normalized/cropped/2000253407-edc-02.jpg?v=2019.2.27_20.26.42,2013,original
2328,FORD,FUSION,SE,sedan,15400,5000,cdnblob.carvana.io/2000258251/post-large/normalized/cropped/2000258251-edc-02.jpg?v=2019.3.14_1.8.26,2016,original
2329,BUICK,LACROSSE,Leather,sedan,18700,30898,cdnblob.carvana.io/2000259837/post-large/normalized/cropped/2000259837-edc-02.jpg?v=2019.3.22_15.4.2,2016,original
2330,FORD,TAURUS,SEL,sedan,20900,11362,cdnblob.carvana.io/2000259808/post-large/normalized/cropped/2000259808-edc-02.jpg?v=2019.3.5_21.40.44,2018,original
2331,HYUNDAI,ELANTRA,SE,sedan,13200,22488,cdnblob.carvana.io/2000259065/post-large/normalized/cropped/2000259065-edc-02.jpg?v=2019.3.22_13.6.56,2016,original
2332,CHEVROLET,MALIBU,LT,sedan,13400,47420,cdnblob.carvana.io/2000260706/post-large/normalized/cropped/2000260706-edc-02.jpg?v=2019.4.8_14.58.1,2015,original
2333,FORD,FUSION,SE,sedan,14600,34703,cdnblob.carvana.io/2000260270/post-large/normalized/cropped/2000260270-edc-02.jpg?v=2019.4.2_14.0.35,2016,original
2334,VOLKSWAGEN,PASSAT,1.8T SE,sedan,18500,9478,cdnblob.carvana.io/2000255900/post-large/normalized/cropped/2000255900-edc-02.jpg?v=2019.2.27_5.10.0,2017,original
2335,TOYOTA,CAMRY,LE,sedan,16900,19621,cdnblob.carvana.io/2000257173/post-large/normalized/cropped/2000257173-edc-02.jpg?v=2019.2.28_1.50.50,2017,original
2336,KIA,OPTIMA,LX,sedan,14900,23721,cdnblob.carvana.io/2000259030/post-large/normalized/cropped/2000259030-edc-02.jpg?v=2019.3.23_11.51.0,2016,original
2337,FORD,FUSION,SE Hybrid,sedan,14000,47152,cdnblob.carvana.io/2000258733/post-large/normalized/cropped/2000258733-edc-02.jpg?v=2019.3.21_11.12.29,2017,original
2338,FORD,FUSION,SE,sedan,15700,2641,cdnblob.carvana.io/2000258195/post-large/normalized/cropped/2000258195-edc-02.jpg?v=2019.3.7_13.4.55,2016,original
2339,NISSAN,ALTIMA,2.5 SL,sedan,15400,51127,cdnblob.carvana.io/2000252270/post-large/normalized/cropped/2000252270-edc-02.jpg?v=2019.4.9_0.56.12,2017,original
2340,VOLKSWAGEN,JETTA,2.0T GLI SEL,sedan,19200,21175,cdnblob.carvana.io/2000259034/post-large/normalized/cropped/2000259034-edc-02.jpg?v=2019.2.26_1.31.50,2016,original
2341,CHRYSLER,300,300 Limited,sedan,21900,15932,cdnblob.carvana.io/2000258941/post-large/normalized/cropped/2000258941-edc-02.jpg?v=2019.3.2_16.35.19,2018,original
2342,ACURA,TLX,3.5,sedan,20800,35911,cdnblob.carvana.io/2000256837/post-large/normalized/cropped/2000256837-edc-02.jpg?v=2019.4.8_18.48.26,2015,original
2343,CHEVROLET,MALIBU,LT,sedan,16000,18299,cdnblob.carvana.io/2000255360/post-large/normalized/cropped/2000255360-edc-02.jpg?v=2019.3.2_17.0.28,2016,original
2344,TOYOTA,COROLLA,LE,sedan,15900,10550,cdnblob.carvana.io/2000250567/post-large/normalized/cropped/2000250567-edc-02.jpg?v=2019.2.27_8.14.59,2018,original
2345,HYUNDAI,GENESIS,3.8,sedan,20300,48103,cdnblob.carvana.io/2000254548/post-large/normalized/cropped/2000254548-edc-02.jpg?v=2019.2.25_21.1.48,2016,original
2346,NISSAN,SENTRA,SV,sedan,14100,10050,cdnblob.carvana.io/2000256017/post-large/normalized/cropped/2000256017-edc-02.jpg?v=2019.3.21_18.53.49,2016,original
2347,KIA,OPTIMA,LX,sedan,17000,16387,cdnblob.carvana.io/2000256728/post-large/normalized/cropped/2000256728-edc-02.jpg?v=2019.3.14_18.50.31,2018,original
2348,HYUNDAI,ACCENT,SE,sedan,11200,42858,cdnblob.carvana.io/2000248815/post-large/normalized/cropped/2000248815-edc-02.jpg?v=2019.4.4_18.35.35,2017,original
2349,HONDA,ACCORD,EX-L,sedan,20200,43602,cdnblob.carvana.io/2000256449/post-large/normalized/cropped/2000256449-edc-02.jpg?v=2019.3.16_12.28.35,2016,original
2350,CHEVROLET,IMPALA,LT,sedan,16300,42924,cdnblob.carvana.io/2000254750/post-large/normalized/cropped/2000254750-edc-02.jpg?v=2019.4.1_19.25.7,2017,original
2351,CHRYSLER,200,Limited,sedan,16200,27462,cdnblob.carvana.io/2000258188/post-large/normalized/cropped/2000258188-edc-02.jpg?v=2019.3.19_3.24.9,2017,original
2352,KIA,OPTIMA,SX,sedan,16600,56705,cdnblob.carvana.io/2000254981/post-large/normalized/cropped/2000254981-edc-02.jpg?v=2019.3.14_9.23.7,2015,original
2353,SUBARU,LEGACY,2.5i,sedan,17900,22175,cdnblob.carvana.io/2000257699/post-large/normalized/cropped/2000257699-edc-02.jpg?v=2019.3.18_13.14.21,2016,original
2354,AUDI,A6,TDI Premium Plus,sedan,33100,45095,cdnblob.carvana.io/2000254444/post-large/normalized/cropped/2000254444-edc-02.jpg?v=2019.3.23_9.53.58,2016,original
2355,HYUNDAI,ELANTRA,SE,sedan,12700,20515,cdnblob.carvana.io/2000254015/post-large/normalized/cropped/2000254015-edc-02.jpg?v=2019.3.12_3.30.49,2016,original
2356,HONDA,CIVIC,Touring,sedan,22000,4448,cdnblob.carvana.io/2000254230/post-large/normalized/cropped/2000254230-edc-02.jpg?v=2019.2.25_15.36.22,2016,original
2357,AUDI,A4,Premium,sedan,23100,19960,cdnblob.carvana.io/2000256162/post-large/normalized/cropped/2000256162-edc-02.jpg?v=2019.4.8_18.57.31,2016,original
2358,CADILLAC,ATS,ATS,sedan,28700,4705,cdnblob.carvana.io/2000255694/post-large/normalized/cropped/2000255694-edc-02.jpg?v=2019.2.21_12.20.46,2018,original
2359,NISSAN,SENTRA,SR Turbo,sedan,16100,19924,cdnblob.carvana.io/2000256037/post-large/normalized/cropped/2000256037-edc-02.jpg?v=2019.2.22_0.2.28,2017,original
2360,TOYOTA,CAMRY,LE,sedan,15400,27988,cdnblob.carvana.io/2000255220/post-large/normalized/cropped/2000255220-edc-02.jpg?v=2019.2.22_1.51.2,2016,original
2361,HYUNDAI,ELANTRA,SE,sedan,12100,44321,cdnblob.carvana.io/2000256068/post-large/normalized/cropped/2000256068-edc-02.jpg?v=2019.4.2_19.9.50,2017,original
2362,HYUNDAI,GENESIS,3.8,sedan,22600,30230,cdnblob.carvana.io/2000254513/post-large/normalized/cropped/2000254513-edc-02.jpg?v=2019.2.20_12.30.26,2016,original
2363,NISSAN,SENTRA,SR,sedan,13000,29762,cdnblob.carvana.io/2000251902/post-large/normalized/cropped/2000251902-edc-02.jpg?v=2019.3.26_14.27.43,2015,original
2364,BUICK,LACROSSE,Leather,sedan,18100,15883,cdnblob.carvana.io/2000255482/post-large/normalized/cropped/2000255482-edc-02.jpg?v=2019.3.29_6.46.58,2014,original
2365,CHEVROLET,CRUZE,LT,sedan,14000,31938,cdnblob.carvana.io/2000251310/post-large/normalized/cropped/2000251310-edc-02.jpg?v=2019.4.3_5.21.7,2016,original
2366,TOYOTA,COROLLA,L,sedan,13600,26178,cdnblob.carvana.io/2000254709/post-large/normalized/cropped/2000254709-edc-02.jpg?v=2019.2.19_23.9.4,2016,original
2367,HONDA,CIVIC,EX-T,sedan,21900,8310,cdnblob.carvana.io/2000248985/post-large/normalized/cropped/2000248985-edc-02.jpg?v=2019.2.20_2.7.8,2018,original
2368,MAZDA,MAZDA3,I Touring,sedan,17000,16246,cdnblob.carvana.io/2000248203/post-large/normalized/cropped/2000248203-edc-02.jpg?v=2019.3.15_15.40.23,2016,original
2369,CHEVROLET,CRUZE,LT,sedan,14100,24789,cdnblob.carvana.io/2000250372/post-large/normalized/cropped/2000250372-edc-02.jpg?v=2019.2.22_23.44.29,2016,original
2370,VOLKSWAGEN,CC,2.0T Executive,sedan,17500,17696,cdnblob.carvana.io/2000250644/post-large/normalized/cropped/2000250644-edc-02.jpg?v=2019.2.26_16.29.15,2014,original
2371,HONDA,CIVIC,LX,sedan,14000,32110,cdnblob.carvana.io/2000249281/post-large/normalized/cropped/2000249281-edc-02.jpg?v=2019.3.1_19.42.12,2015,original
2372,KIA,FORTE,LX,sedan,14500,9085,cdnblob.carvana.io/2000239647/post-large/normalized/cropped/2000239647-edc-02.jpg?v=2019.3.5_19.57.51,2018,original
2373,BMW,3 SERIES,320i XDrive,sedan,21800,20171,cdnblob.carvana.io/2000253969/post-large/normalized/cropped/2000253969-edc-02.jpg?v=2019.2.16_1.58.6,2016,original
2374,CHEVROLET,CRUZE,LT,sedan,13900,23529,cdnblob.carvana.io/2000250892/post-large/normalized/cropped/2000250892-edc-02.jpg?v=2019.2.21_22.10.2,2016,original
2375,NISSAN,SENTRA,SV,sedan,13200,31994,cdnblob.carvana.io/2000238606/post-large/normalized/cropped/2000238606-edc-02.jpg?v=2019.2.22_23.48.48,2017,original
2376,CHRYSLER,300,300 Limited,sedan,21200,6195,cdnblob.carvana.io/2000248680/post-large/normalized/cropped/2000248680-edc-02.jpg?v=2019.3.6_13.47.11,2017,original
2377,NISSAN,SENTRA,S,sedan,12000,25954,cdnblob.carvana.io/2000245290/post-large/normalized/cropped/2000245290-edc-02.jpg?v=2019.2.22_15.12.32,2015,original
2378,HONDA,ACCORD,EX-L,sedan,28200,3220,cdnblob.carvana.io/2000252090/post-large/normalized/cropped/2000252090-edc-02.jpg?v=2019.4.9_14.5.46,2018,original
2379,NISSAN,SENTRA,SL,sedan,16000,16319,cdnblob.carvana.io/2000251899/post-large/normalized/cropped/2000251899-edc-02.jpg?v=2019.2.15_19.48.50,2017,original
2380,NISSAN,VERSA,S,sedan,11500,25988,cdnblob.carvana.io/2000247992/post-large/normalized/cropped/2000247992-edc-02.jpg?v=2019.2.20_9.9.34,2017,original
2381,FORD,FOCUS,SE,sedan,15800,5294,cdnblob.carvana.io/2000252097/post-large/normalized/cropped/2000252097-edc-02.jpg?v=2019.2.13_18.21.6,2018,original
2382,NISSAN,SENTRA,SV,sedan,13700,23699,cdnblob.carvana.io/2000233258/post-large/normalized/cropped/2000233258-edc-02.jpg?v=2019.3.2_19.30.54,2017,original
2383,KIA,OPTIMA,LX Turbo,sedan,15600,23948,cdnblob.carvana.io/2000248712/post-large/normalized/cropped/2000248712-edc-02.jpg?v=2019.3.5_18.43.30,2016,original
2384,FORD,FOCUS,SE,sedan,15700,5527,cdnblob.carvana.io/2000250175/post-large/normalized/cropped/2000250175-edc-02.jpg?v=2019.2.14_19.5.26,2018,original
2385,VOLKSWAGEN,CC,2.0T R-Line,sedan,16500,17909,cdnblob.carvana.io/2000249805/post-large/normalized/cropped/2000249805-edc-02.jpg?v=2019.2.13_18.19.35,2014,original
2386,BMW,3 SERIES,330i,sedan,34000,6145,cdnblob.carvana.io/2000247486/post-large/normalized/cropped/2000247486-edc-02.jpg?v=2019.2.23_14.50.13,2018,original
2387,CADILLAC,CTS,2.0 Premium Collection,sedan,30300,52066,cdnblob.carvana.io/2000250739/post-large/normalized/cropped/2000250739-edc-02.jpg?v=2019.3.15_14.27.0,2016,original
2388,INFINITI,G,G37x,sedan,17800,53622,cdnblob.carvana.io/2000244987/post-large/normalized/cropped/2000244987-edc-02.jpg?v=2019.3.11_10.55.1,2013,original
2389,LEXUS,ES,ES 350,sedan,26300,18942,cdnblob.carvana.io/2000246191/post-large/normalized/cropped/2000246191-edc-02.jpg?v=2019.2.20_9.8.38,2016,original
2390,KIA,OPTIMA,SX Turbo,sedan,18700,35250,cdnblob.carvana.io/2000250779/post-large/normalized/cropped/2000250779-edc-02.jpg?v=2019.2.14_23.37.30,2016,original
2391,NISSAN,VERSA,S,sedan,11000,46479,cdnblob.carvana.io/2000247570/post-large/normalized/cropped/2000247570-edc-02.jpg?v=2019.3.6_15.26.46,2016,original
2392,HONDA,CIVIC,EX-L,sedan,17500,35109,cdnblob.carvana.io/2000250835/post-large/normalized/cropped/2000250835-edc-02.jpg?v=2019.2.13_18.25.30,2016,original
2393,NISSAN,SENTRA,SR,sedan,14400,15910,cdnblob.carvana.io/2000249706/post-large/normalized/cropped/2000249706-edc-02.jpg?v=2019.4.3_19.2.59,2015,original
2394,HONDA,CIVIC,EX,sedan,15400,21776,cdnblob.carvana.io/2000250831/post-large/normalized/cropped/2000250831-edc-02.jpg?v=2019.2.14_7.50.56,2015,original
2395,CADILLAC,XTS,Luxury,sedan,32200,9844,cdnblob.carvana.io/2000248704/post-large/normalized/cropped/2000248704-edc-02.jpg?v=2019.3.23_12.33.50,2018,original
2396,NISSAN,SENTRA,SR,sedan,13300,25558,cdnblob.carvana.io/2000249072/post-large/normalized/cropped/2000249072-edc-02.jpg?v=2019.3.6_9.17.25,2015,original
2397,CHEVROLET,CRUZE,Premier,sedan,15100,27061,cdnblob.carvana.io/2000241590/post-large/normalized/cropped/2000241590-edc-02.jpg?v=2019.3.28_0.56.35,2017,original
2398,TOYOTA,COROLLA,LE,sedan,16000,10409,cdnblob.carvana.io/2000246149/post-large/normalized/cropped/2000246149-edc-02.jpg?v=2019.2.20_15.29.23,2018,original
2399,HYUNDAI,ELANTRA,Sport,sedan,20200,7564,cdnblob.carvana.io/2000242915/post-large/normalized/cropped/2000242915-edc-02.jpg?v=2019.2.8_7.32.57,2018,original
2400,BMW,3 SERIES,320i XDrive,sedan,34000,1579,cdnblob.carvana.io/2000247484/post-large/normalized/cropped/2000247484-edc-02.jpg?v=2019.2.13_8.53.12,2018,original
2401,CHEVROLET,CRUZE,Diesel,sedan,13100,27544,cdnblob.carvana.io/2000248944/post-large/normalized/cropped/2000248944-edc-02.jpg?v=2019.2.12_12.29.28,2014,original
2402,BUICK,LACROSSE,Premium,sedan,22900,21484,cdnblob.carvana.io/2000248639/post-large/normalized/cropped/2000248639-edc-02.jpg?v=2019.3.4_20.43.27,2018,original
2403,HONDA,CIVIC,LX,sedan,15400,32254,cdnblob.carvana.io/2000247914/post-large/normalized/cropped/2000247914-edc-02.jpg?v=2019.3.22_18.39.53,2016,original
2404,CHEVROLET,CRUZE,LT,sedan,14500,23675,cdnblob.carvana.io/2000245454/post-large/normalized/cropped/2000245454-edc-02.jpg?v=2019.3.28_11.6.30,2017,original
2405,KIA,OPTIMA,EX Hybrid,sedan,12700,84749,cdnblob.carvana.io/2000245048/post-large/normalized/cropped/2000245048-edc-02.jpg?v=2019.2.27_19.21.46,2014,original
2406,DODGE,CHARGER,SXT,sedan,20700,43553,cdnblob.carvana.io/2000238415/post-large/normalized/cropped/2000238415-edc-02.jpg?v=2019.3.12_6.12.59,2017,original
2407,NISSAN,ALTIMA,2.5 SR (2017.5),sedan,16100,34625,cdnblob.carvana.io/2000247850/post-large/normalized/cropped/2000247850-edc-02.jpg?v=2019.3.20_12.42.13,2017,original
2408,CHEVROLET,SONIC,LT,sedan,15100,4936,cdnblob.carvana.io/2000243984/post-large/normalized/cropped/2000243984-edc-02.jpg?v=2019.3.8_16.0.44,2018,original
2409,KIA,OPTIMA,LX Turbo,sedan,14900,46064,cdnblob.carvana.io/2000243734/post-large/normalized/cropped/2000243734-edc-02.jpg?v=2019.4.12_13.24.24,2016,original
2410,KIA,OPTIMA HYBRID,Premium,sedan,18500,11783,cdnblob.carvana.io/2000206696/post-large/normalized/cropped/2000206696-edc-02.jpg?v=2019.3.29_5.35.41,2017,original
2411,MAZDA,MAZDA3,Grand Touring,sedan,19200,29801,cdnblob.carvana.io/2000247346/post-large/normalized/cropped/2000247346-edc-02.jpg?v=2019.2.12_12.10.1,2017,original
2412,NISSAN,SENTRA,SV,sedan,12900,33720,cdnblob.carvana.io/2000243124/post-large/normalized/cropped/2000243124-edc-02.jpg?v=2019.3.20_20.14.50,2015,original
2413,TOYOTA,CAMRY,LE,sedan,16300,20670,cdnblob.carvana.io/2000231310/post-large/normalized/cropped/2000231310-edc-02.jpg?v=2019.3.28_12.7.38,2016,original
2414,CHEVROLET,SONIC,LT,sedan,15900,5218,cdnblob.carvana.io/2000246270/post-large/normalized/cropped/2000246270-edc-02.jpg?v=2019.2.6_5.50.59,2018,original
